t	SzSz_t_Avg	SzSz_t_Err
104840	0.0	NaN
112260	0.0	NaN
120220	0.0	NaN
128720	0.0	NaN
137840	0.0	NaN
147600	0.0	NaN
158040	0.0	NaN
169240	0.0	NaN
181220	0.0	NaN
194040	0.0	NaN
207780	0.0	NaN
222500	0.0	NaN
238240	0.0	NaN
255100	0.0	NaN
273180	0.0	NaN
292520	0.0	NaN
313220	0.0	NaN
335400	0.0	NaN
359140	0.0	NaN
384560	0.0	NaN
411800	0.0	NaN
440940	0.0	NaN
472160	0.0	NaN
505600	0.0	NaN
541380	0.0	NaN
579720	0.0	NaN
620760	0.0	NaN
664700	0.0	NaN
711760	0.0	NaN
762160	0.0	NaN
816120	0.0	NaN
