t	SzSz_t_Avg	SzSz_t_Err
5242	0.0	NaN
5613	0.0	NaN
6011	0.0	NaN
6436	0.0	NaN
6892	0.0	NaN
7380	0.0	NaN
7902	0.0	NaN
8462	0.0	NaN
9061	0.0	NaN
9702	0.0	NaN
10389	0.0	NaN
11125	0.0	NaN
11912	0.0	NaN
12755	0.0	NaN
13659	0.0	NaN
14626	0.0	NaN
15661	0.0	NaN
16770	0.0	NaN
17957	0.0	NaN
19228	0.0	NaN
20590	0.0	NaN
22047	0.0	NaN
23608	0.0	NaN
25280	0.0	NaN
27069	0.0	NaN
28986	0.0	NaN
31038	0.0	NaN
33235	0.0	NaN
35588	0.0	NaN
38108	0.0	NaN
40806	0.0	NaN
